"Date Time","Date Time(RAW)","Traffic Total (Volume)","Traffic Total (Volume)(RAW)","Traffic Total (Speed)","Traffic Total (Speed)(RAW)","Traffic In (Volume)","Traffic In (Volume)(RAW)","Traffic In (Speed)","Traffic In (Speed)(RAW)","Traffic Out (Volume)","Traffic Out (Volume)(RAW)","Traffic Out (Speed)","Traffic Out (Speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"3/15/2024 10:00:00 PM - 11:00:00 PM","45366.6666666667","186 MB","194894948.1112","0.43 Mbit/s","54141.5462","174 MB","182566300.4824","0.41 Mbit/s","50716.6650","12 MB","12328647.6288","0.03 Mbit/s","3424.8812","0 %","0.0000","100 %","0000009999"
"3/15/2024 11:00:00 PM - 12:00:00 AM","45366.7083333333","361 MB","378385045.1545","0.84 Mbit/s","105114.8406","347 MB","363984171.6643","0.81 Mbit/s","101114.2979","14 MB","14400873.4902","0.03 Mbit/s","4000.5427","0 %","0.0000","100 %","0000009999"
"3/16/2024 12:00:00 AM - 1:00:00 AM","45366.7500000000","121 MB","127253741.7298","0.28 Mbit/s","35350.7165","114 MB","119459418.8664","0.27 Mbit/s","33185.4765","7.43 MB","7794322.8634","0.02 Mbit/s","2165.2400","0 %","0.0000","100 %","0000009999"
"3/16/2024 1:00:00 AM - 2:00:00 AM","45366.7916666667","430 MB","450636093.8313","1 Mbit/s","125187.1250","414 MB","434126338.7580","0.96 Mbit/s","120600.6997","16 MB","16509755.0733","0.04 Mbit/s","4586.4253","0 %","0.0000","100 %","0000009999"
"3/16/2024 2:00:00 AM - 3:00:00 AM","45366.8333333333","410 MB","429986534.3125","0.96 Mbit/s","119450.9900","394 MB","413370837.5803","0.92 Mbit/s","114835.1212","16 MB","16615696.7322","0.04 Mbit/s","4615.8688","0 %","0.0000","100 %","0000009999"
"3/16/2024 3:00:00 AM - 4:00:00 AM","45366.8750000000","61 MB","64200384.5904","0.14 Mbit/s","17834.8769","57 MB","59483353.7859","0.13 Mbit/s","16524.4850","4.50 MB","4717030.8044","0.01 Mbit/s","1310.3919","0 %","0.0000","100 %","0000009999"
"3/16/2024 4:00:00 AM - 5:00:00 AM","45366.9166666667","15 MB","16173469.2953","0.04 Mbit/s","4492.9673","12 MB","12773120.6451","0.03 Mbit/s","3548.3552","3.24 MB","3400348.6501","","944.6121","0 %","0.0000","100 %","0000009999"
"3/16/2024 5:00:00 AM - 6:00:00 AM","45366.9583333333","13 MB","13746911.6573","0.03 Mbit/s","3818.9048","10 MB","10833237.8900","0.02 Mbit/s","3009.4835","2.78 MB","2913673.7673","","809.4213","0 %","0.0000","100 %","0000009999"
"3/16/2024 6:00:00 AM - 7:00:00 AM","45367.0000000000","9.30 MB","9749928.6248","0.02 Mbit/s","2708.5091","7.01 MB","7353683.3731","0.02 Mbit/s","2042.8374","2.29 MB","2396245.2517","","665.6718","0 %","0.0000","100 %","0000009999"
"3/16/2024 7:00:00 AM - 8:00:00 AM","45367.0416666667","18 MB","18526581.7543","0.04 Mbit/s","5146.7302","15 MB","15375738.5503","0.03 Mbit/s","4271.4182","3 MB","3150843.2040","","875.3120","0 %","0.0000","100 %","0000009999"
"3/16/2024 8:00:00 AM - 9:00:00 AM","45367.0833333333","15 MB","15346902.7822","0.03 Mbit/s","4263.3365","11 MB","11343141.1267","0.03 Mbit/s","3151.1001","3.82 MB","4003761.6555","","1112.2363","0 %","0.0000","100 %","0000009999"
"3/16/2024 9:00:00 AM - 10:00:00 AM","45367.1250000000","134 MB","140901077.0698","0.31 Mbit/s","39142.1237","129 MB","134876854.8098","0.30 Mbit/s","37468.6031","5.75 MB","6024222.2600","0.01 Mbit/s","1673.5206","0 %","0.0000","100 %","0000009999"
"3/16/2024 10:00:00 AM - 11:00:00 AM","45367.1666666667","629 MB","659584298.4312","1.47 Mbit/s","183234.1482","606 MB","634930185.8442","1.41 Mbit/s","176385.1748","24 MB","24654112.5870","0.05 Mbit/s","6848.9734","0 %","0.0000","100 %","0000009999"
"3/16/2024 11:00:00 AM - 12:00:00 PM","45367.2083333333","541 MB","567548083.2009","1.26 Mbit/s","157664.0701","505 MB","529647850.8312","1.18 Mbit/s","147135.4382","36 MB","37900232.3697","0.08 Mbit/s","10528.6320","0 %","0.0000","100 %","0000009999"
"3/16/2024 12:00:00 PM - 1:00:00 PM","45367.2500000000","417 MB","436956666.9893","0.97 Mbit/s","121385.9559","385 MB","404168851.3524","0.90 Mbit/s","112277.5462","31 MB","32787815.6368","0.07 Mbit/s","9108.4097","0 %","0.0000","100 %","0000009999"
"3/16/2024 1:00:00 PM - 2:00:00 PM","45367.2916666667","185 MB","193550098.6692","0.43 Mbit/s","53768.5464","170 MB","178744829.7753","0.40 Mbit/s","49655.6175","14 MB","14805268.8939","0.03 Mbit/s","4112.9289","0 %","0.0000","100 %","0000009999"
"3/16/2024 2:00:00 PM - 3:00:00 PM","45367.3333333333","101 MB","106304000.3842","0.24 Mbit/s","29531.1859","87 MB","91711474.7046","0.20 Mbit/s","25477.3912","14 MB","14592525.6796","0.03 Mbit/s","4053.7947","0 %","0.0000","100 %","0000009999"
"3/16/2024 3:00:00 PM - 4:00:00 PM","45367.3750000000","1,103 MB","1156567737.2572","2.57 Mbit/s","321296.4831","1,035 MB","1085728163.9059","2.41 Mbit/s","301617.1292","68 MB","70839573.3513","0.16 Mbit/s","19679.3539","0 %","0.0000","100 %","0000009999"
"3/16/2024 4:00:00 PM - 5:00:00 PM","45367.4166666667","4,576 MB","4798539315.6792","11 Mbit/s","1333046.0807","4,545 MB","4766217220.1213","11 Mbit/s","1324066.9226","31 MB","32322095.5578","0.07 Mbit/s","8979.1580","0 %","0.0000","100 %","0000009999"
"3/16/2024 5:00:00 PM - 6:00:00 PM","45367.4583333333","75 MB","78729163.4565","0.17 Mbit/s","21871.0347","63 MB","65930401.7497","0.15 Mbit/s","18315.5268","12 MB","12798761.7068","0.03 Mbit/s","3555.5079","0 %","0.0000","100 %","0000009999"
"3/16/2024 6:00:00 PM - 7:00:00 PM","45367.5000000000","157 MB","164406252.3875","0.37 Mbit/s","45671.8288","142 MB","148998141.5375","0.33 Mbit/s","41391.4770","15 MB","15408110.8501","0.03 Mbit/s","4280.3518","0 %","0.0000","100 %","0000009999"
"3/16/2024 7:00:00 PM - 8:00:00 PM","45367.5416666667","1,048 MB","1098931125.6655","2.44 Mbit/s","305284.9344","677 MB","709413593.7327","1.58 Mbit/s","197076.3021","371 MB","389517531.9328","0.87 Mbit/s","108208.6324","0 %","0.0000","100 %","0000009999"
"3/16/2024 8:00:00 PM - 9:00:00 PM","45367.5833333333","420 MB","439988835.6955","0.98 Mbit/s","122228.6277","326 MB","341905578.1613","0.76 Mbit/s","94981.1591","94 MB","98083257.5342","0.22 Mbit/s","27247.4686","0 %","0.0000","100 %","0000009999"
"3/16/2024 9:00:00 PM - 10:00:00 PM","45367.6250000000","1,775 MB","1861066361.4545","4.14 Mbit/s","517003.0895","1,718 MB","1801785676.7637","4 Mbit/s","500534.9518","57 MB","59280684.6908","0.13 Mbit/s","16468.1377","0 %","0.0000","100 %","0000009999"
"3/16/2024 10:00:00 PM - 11:00:00 PM","45367.6666666667","332 MB","348578323.0365","0.77 Mbit/s","96835.3816","317 MB","332405772.1609","0.74 Mbit/s","92342.6319","15 MB","16172550.8756","0.04 Mbit/s","4492.7496","0 %","0.0000","100 %","0000009999"
"3/16/2024 11:00:00 PM - 12:00:00 AM","45367.7083333333","181 MB","189703156.5379","0.42 Mbit/s","52699.4201","170 MB","178512649.4377","0.40 Mbit/s","49590.7041","11 MB","11190507.1001","0.02 Mbit/s","3108.7160","0 %","0.0000","100 %","0000009999"
"3/17/2024 12:00:00 AM - 1:00:00 AM","45367.7500000000","4,847 MB","5081958513.3021","11 Mbit/s","1411780.6342","4,818 MB","5052379097.2207","11 Mbit/s","1403563.3993","28 MB","29579416.0814","0.07 Mbit/s","8217.2349","0 %","0.0000","100 %","0000009999"
"3/17/2024 1:00:00 AM - 2:00:00 AM","45367.7916666667","599 MB","627806674.9902","1.40 Mbit/s","174403.8233","574 MB","601491251.1723","1.34 Mbit/s","167093.4351","25 MB","26315423.8179","0.06 Mbit/s","7310.3882","0 %","0.0000","100 %","0000009999"
"3/17/2024 2:00:00 AM - 3:00:00 AM","45367.8333333333","763 MB","799814142.1282","1.78 Mbit/s","222187.8763","745 MB","781023666.6926","1.74 Mbit/s","216967.8938","18 MB","18790475.4356","0.04 Mbit/s","5219.9825","0 %","0.0000","100 %","0000009999"
"3/17/2024 3:00:00 AM - 4:00:00 AM","45367.8750000000","357 MB","374635526.9120","0.83 Mbit/s","104072.3623","348 MB","364891197.8775","0.81 Mbit/s","101365.4238","9.29 MB","9744329.0345","0.02 Mbit/s","2706.9385","0 %","0.0000","100 %","0000009999"
"3/17/2024 4:00:00 AM - 5:00:00 AM","45367.9166666667","109 MB","114595638.8922","0.27 Mbit/s","34047.8824","105 MB","110461756.2761","0.26 Mbit/s","32819.6512","3.94 MB","4133882.6161","","1228.2313","0 %","0.0000","95 %","0000009533"
"3/17/2024 5:00:00 AM - 6:00:00 AM","45367.9583333333","213 MB","222948648.0695","0.50 Mbit/s","61934.6531","206 MB","215600329.0734","0.48 Mbit/s","59893.3059","7.01 MB","7348318.9960","0.02 Mbit/s","2041.3472","0 %","0.0000","100 %","0000009999"
"3/17/2024 6:00:00 AM - 7:00:00 AM","45368.0000000000","316 MB","331765552.4431","0.74 Mbit/s","92164.5223","307 MB","322165236.5326","0.72 Mbit/s","89497.5530","9.16 MB","9600315.9105","0.02 Mbit/s","2666.9693","0 %","0.0000","100 %","0000009999"
"3/17/2024 7:00:00 AM - 8:00:00 AM","45368.0416666667","20 MB","21452036.0365","0.05 Mbit/s","5959.3955","18 MB","18398134.5934","0.04 Mbit/s","5111.0189","2.91 MB","3053901.4431","","848.3767","0 %","0.0000","100 %","0000009999"
"3/17/2024 8:00:00 AM - 9:00:00 AM","45368.0833333333","12 MB","12128902.1295","0.03 Mbit/s","3369.4109","9.24 MB","9690517.0303","0.02 Mbit/s","2692.0271","2.33 MB","2438385.0992","","677.3838","0 %","0.0000","100 %","0000009999"
"3/17/2024 9:00:00 AM - 10:00:00 AM","45368.1250000000","238 MB","249297900.3069","0.55 Mbit/s","69254.9956","227 MB","238204932.7106","0.53 Mbit/s","66173.3675","11 MB","11092967.5963","0.02 Mbit/s","3081.6281","0 %","0.0000","100 %","0000009999"
"3/17/2024 10:00:00 AM - 11:00:00 AM","45368.1666666667","1,053 MB","1104393871.1899","2.45 Mbit/s","306799.0853","1,007 MB","1056155512.7775","2.35 Mbit/s","293398.5362","46 MB","48238358.4124","0.11 Mbit/s","13400.5490","0 %","0.0000","100 %","0000009999"
"3/17/2024 11:00:00 AM - 12:00:00 PM","45368.2083333333","1,472 MB","1543285824.9183","3.43 Mbit/s","428728.6161","1,431 MB","1500390305.3224","3.33 Mbit/s","416812.1348","41 MB","42895519.5959","0.10 Mbit/s","11916.4814","0 %","0.0000","100 %","0000009999"
"3/17/2024 12:00:00 PM - 1:00:00 PM","45368.2500000000","307 MB","322051122.2085","0.72 Mbit/s","89465.8520","288 MB","302275489.2351","0.67 Mbit/s","83972.1781","19 MB","19775632.9734","0.04 Mbit/s","5493.6739","0 %","0.0000","100 %","0000009999"
"3/17/2024 1:00:00 PM - 2:00:00 PM","45368.2916666667","179 MB","187669821.5373","0.42 Mbit/s","52134.2712","161 MB","169052191.0328","0.38 Mbit/s","46962.3337","18 MB","18617630.5045","0.04 Mbit/s","5171.9376","0 %","0.0000","100 %","0000009999"
"3/17/2024 2:00:00 PM - 3:00:00 PM","45368.3333333333","283 MB","296608368.7272","0.66 Mbit/s","82398.0800","262 MB","275123164.3530","0.61 Mbit/s","76429.4703","20 MB","21485204.3743","0.05 Mbit/s","5968.6097","0 %","0.0000","100 %","0000009999"
"3/17/2024 3:00:00 PM - 4:00:00 PM","45368.3750000000","4,193 MB","4396675782.7898","9.77 Mbit/s","1221393.8259","4,184 MB","4387447290.6928","9.75 Mbit/s","1218830.1564","8.80 MB","9228492.0969","0.02 Mbit/s","2563.6694","0 %","0.0000","100 %","0000009999"
"3/17/2024 4:00:00 PM - 5:00:00 PM","45368.4166666667","536 MB","561541902.7907","1.25 Mbit/s","155995.9949","508 MB","532979275.0277","1.18 Mbit/s","148061.3145","27 MB","28562627.7629","0.06 Mbit/s","7934.6804","0 %","0.0000","100 %","0000009999"
"3/17/2024 5:00:00 PM - 6:00:00 PM","45368.4583333333","122 MB","127673498.9610","0.28 Mbit/s","35467.8165","110 MB","115127488.3353","0.26 Mbit/s","31982.5231","12 MB","12546010.6257","0.03 Mbit/s","3485.2934","0 %","0.0000","100 %","0000009999"
"3/17/2024 6:00:00 PM - 7:00:00 PM","45368.5000000000","179 MB","187505874.1635","0.42 Mbit/s","52089.0164","170 MB","177944205.0500","0.40 Mbit/s","49432.7906","9.12 MB","9561669.1135","0.02 Mbit/s","2656.2258","0 %","0.0000","100 %","0000009999"
"3/17/2024 7:00:00 PM - 8:00:00 PM","45368.5416666667","546 MB","572150050.2755","1.27 Mbit/s","158944.6979","527 MB","552391657.4125","1.23 Mbit/s","153455.7676","19 MB","19758392.8630","0.04 Mbit/s","5488.9304","0 %","0.0000","100 %","0000009999"
"3/17/2024 8:00:00 PM - 9:00:00 PM","45368.5833333333","499 MB","523255845.8190","1.16 Mbit/s","145359.7480","468 MB","490504011.4977","1.09 Mbit/s","136261.3339","31 MB","32751834.3213","0.07 Mbit/s","9098.4141","0 %","0.0000","100 %","0000009999"
"3/17/2024 9:00:00 PM - 10:00:00 PM","45368.6250000000","942 MB","987539134.2994","2.19 Mbit/s","274340.0499","901 MB","944560606.5176","2.10 Mbit/s","262400.5419","41 MB","42978527.7818","0.10 Mbit/s","11939.5081","0 %","0.0000","100 %","0000009999"
"3/17/2024 10:00:00 PM - 11:00:00 PM","45368.6666666667","484 MB","507076415.5713","1.13 Mbit/s","140865.9074","456 MB","477626760.1932","1.06 Mbit/s","132684.7886","28 MB","29449655.3781","0.07 Mbit/s","8181.1189","0 %","0.0000","100 %","0000009999"
"3/17/2024 11:00:00 PM - 12:00:00 AM","45368.7083333333","635 MB","665643004.4024","1.48 Mbit/s","184916.7579","612 MB","641332435.9310","1.43 Mbit/s","178163.2407","23 MB","24310568.4714","0.05 Mbit/s","6753.5172","0 %","0.0000","100 %","0000009999"
"3/18/2024 12:00:00 AM - 1:00:00 AM","45368.7500000000","4,576 MB","4798399434.5509","11 Mbit/s","1332999.8151","4,560 MB","4781614264.5141","11 Mbit/s","1328336.8793","16 MB","16785170.0368","0.04 Mbit/s","4662.9358","0 %","0.0000","100 %","0000009999"
"3/18/2024 1:00:00 AM - 2:00:00 AM","45368.7916666667","760 MB","797402855.4188","1.77 Mbit/s","221519.2531","729 MB","764784763.7786","1.70 Mbit/s","212457.9170","31 MB","32618091.6402","0.07 Mbit/s","9061.3361","0 %","0.0000","100 %","0000009999"
"3/18/2024 2:00:00 AM - 3:00:00 AM","45368.8333333333","46 MB","47825648.5778","0.11 Mbit/s","13286.0465","39 MB","41167030.6171","0.09 Mbit/s","11436.2711","6.35 MB","6658617.9607","0.01 Mbit/s","1849.7754","0 %","0.0000","100 %","0000009999"
"3/18/2024 3:00:00 AM - 4:00:00 AM","45368.8750000000","11 MB","11294205.6280","0.03 Mbit/s","3137.5321","8.29 MB","8694651.7761","0.02 Mbit/s","2415.3756","2.48 MB","2599553.8519","","722.1565","0 %","0.0000","100 %","0000009999"
"3/18/2024 4:00:00 AM - 5:00:00 AM","45368.9166666667","14 MB","14442430.6626","0.03 Mbit/s","4012.0761","11 MB","11652541.2293","0.03 Mbit/s","3237.0508","2.66 MB","2789889.4333","","775.0253","0 %","0.0000","100 %","0000009999"
"3/18/2024 5:00:00 AM - 6:00:00 AM","45368.9583333333","19 MB","19903962.1938","0.04 Mbit/s","5529.3545","17 MB","17402883.7742","0.04 Mbit/s","4834.5507","2.39 MB","2501078.4196","","694.8038","0 %","0.0000","100 %","0000009999"
"3/18/2024 6:00:00 AM - 7:00:00 AM","45369.0000000000","8.23 MB","8632260.0834","0.02 Mbit/s","2398.0499","6.34 MB","6646105.6957","0.01 Mbit/s","1846.2943","1.89 MB","1986154.3877","","551.7555","0 %","0.0000","100 %","0000009999"
"3/18/2024 7:00:00 AM - 8:00:00 AM","45369.0416666667","11 MB","11343645.4531","0.03 Mbit/s","3151.2315","8.59 MB","9002089.1060","0.02 Mbit/s","2500.7540","2.23 MB","2341556.3471","","650.4775","0 %","0.0000","100 %","0000009999"
"3/18/2024 8:00:00 AM - 9:00:00 AM","45369.0833333333","13 MB","13586233.2404","0.03 Mbit/s","3774.2787","9.81 MB","10282828.2937","0.02 Mbit/s","2856.5872","3.15 MB","3303404.9467","","917.6915","0 %","0.0000","100 %","0000009999"
"3/18/2024 9:00:00 AM - 10:00:00 AM","45369.1250000000","11 MB","12032360.9308","0.03 Mbit/s","3342.5732","9.37 MB","9826716.1104","0.02 Mbit/s","2729.8481","2.10 MB","2205644.8203","","612.7251","0 %","0.0000","100 %","0000009999"
"3/18/2024 10:00:00 AM - 11:00:00 AM","45369.1666666667","18 MB","18417895.0767","0.04 Mbit/s","5116.4373","15 MB","15474752.5737","0.03 Mbit/s","4298.8409","2.81 MB","2943142.5030","","817.5964","0 %","0.0000","100 %","0000009999"
"3/18/2024 11:00:00 AM - 12:00:00 PM","45369.2083333333","989 MB","1037091058.6303","2.30 Mbit/s","288105.6587","968 MB","1015061575.1977","2.26 Mbit/s","281985.8308","21 MB","22029483.4326","0.05 Mbit/s","6119.8279","0 %","0.0000","100 %","0000009999"
"3/18/2024 12:00:00 PM - 1:00:00 PM","45369.2500000000","470 MB","492843122.4058","1.10 Mbit/s","136913.0374","446 MB","467483424.8688","1.04 Mbit/s","129868.0507","24 MB","25359697.5370","0.06 Mbit/s","7044.9866","0 %","0.0000","100 %","0000009999"
"3/18/2024 1:00:00 PM - 2:00:00 PM","45369.2916666667","76 MB","79815387.2598","0.18 Mbit/s","22172.5423","67 MB","70343278.1405","0.16 Mbit/s","19541.2108","9.03 MB","9472109.1192","0.02 Mbit/s","2631.3315","0 %","0.0000","100 %","0000009999"
"3/18/2024 2:00:00 PM - 3:00:00 PM","45369.3333333333","8.13 MB","8519702.6175","0.02 Mbit/s","2366.7944","6.81 MB","7140028.2481","0.02 Mbit/s","1983.5175","1.32 MB","1379674.3694","","383.2769","0 %","0.0000","100 %","0000009999"
"3/18/2024 3:00:00 PM - 4:00:00 PM","45369.3750000000","5.05 MB","5290875.2025","0.01 Mbit/s","1469.8019","4.23 MB","4433612.8554","","1231.6549","0.82 MB","857262.3471","","238.1470","0 %","0.0000","100 %","0000009999"
"3/18/2024 4:00:00 PM - 5:00:00 PM","45369.4166666667","5.18 MB","5427777.4156","0.01 Mbit/s","1507.8500","4.37 MB","4585811.9265","0.01 Mbit/s","1273.9499","0.80 MB","841965.4891","","233.9001","0 %","0.0000","100 %","0000009999"
"3/18/2024 5:00:00 PM - 6:00:00 PM","45369.4583333333","584 MB","612735994.3961","1.36 Mbit/s","170216.7363","574 MB","602171940.7130","1.34 Mbit/s","167282.0650","10 MB","10564053.6831","0.02 Mbit/s","2934.6713","0 %","0.0000","100 %","0000009999"
"3/18/2024 6:00:00 PM - 7:00:00 PM","45369.5000000000","513 MB","538117373.2886","1.20 Mbit/s","149488.2598","502 MB","526868343.3000","1.17 Mbit/s","146363.2948","11 MB","11249029.9886","0.02 Mbit/s","3124.9649","0 %","0.0000","100 %","0000009999"
"3/18/2024 7:00:00 PM - 8:00:00 PM","45369.5416666667","14 MB","15192025.2576","0.03 Mbit/s","4220.3235","11 MB","11549882.4343","0.03 Mbit/s","3208.5413","3.47 MB","3642142.8233","","1011.7822","0 %","0.0000","100 %","0000009999"
"3/18/2024 8:00:00 PM - 9:00:00 PM","45369.5833333333","252 MB","264284521.4044","0.59 Mbit/s","73418.2813","237 MB","248262255.9190","0.55 Mbit/s","68967.2935","15 MB","16022265.4854","0.04 Mbit/s","4450.9879","0 %","0.0000","100 %","0000009999"
"3/18/2024 9:00:00 PM - 10:00:00 PM","45369.6250000000","474 MB","497049149.8360","1.10 Mbit/s","138080.3314","432 MB","453051559.6634","1.01 Mbit/s","125857.7940","42 MB","43997590.1726","0.10 Mbit/s","12222.5374","0 %","0.0000","100 %","0000009999"
"3/18/2024 10:00:00 PM - 11:00:00 PM","45369.6666666667","447 MB","468783027.6665","1.04 Mbit/s","130229.8072","422 MB","442075302.7477","0.98 Mbit/s","122810.2940","25 MB","26707724.9188","0.06 Mbit/s","7419.5132","0 %","0.0000","100 %","0000009999"
"3/18/2024 11:00:00 PM - 12:00:00 AM","45369.7083333333","252 MB","263722308.3642","0.59 Mbit/s","73261.4879","238 MB","249412954.1625","0.55 Mbit/s","69286.3802","14 MB","14309354.2016","0.03 Mbit/s","3975.1077","0 %","0.0000","100 %","0000009999"
"3/19/2024 12:00:00 AM - 1:00:00 AM","45369.7500000000","15 MB","15401255.3223","0.03 Mbit/s","4278.4355","12 MB","12200699.9112","0.03 Mbit/s","3389.3281","3.05 MB","3200555.4111","","889.1074","0 %","0.0000","100 %","0000009999"
"3/19/2024 1:00:00 AM - 2:00:00 AM","45369.7916666667","35 MB","37174727.5869","0.08 Mbit/s","10327.2312","32 MB","33524117.5429","0.07 Mbit/s","9313.0827","3.48 MB","3650610.0439","","1014.1485","0 %","0.0000","100 %","0000009999"
"3/19/2024 2:00:00 AM - 3:00:00 AM","45369.8333333333","16 MB","16531458.0407","0.04 Mbit/s","4592.4161","13 MB","13613744.8167","0.03 Mbit/s","3781.8794","2.78 MB","2917713.2240","","810.5367","0 %","0.0000","100 %","0000009999"
"3/19/2024 3:00:00 AM - 4:00:00 AM","45369.8750000000","17 MB","18223417.4157","0.04 Mbit/s","5062.4823","14 MB","15011136.0870","0.03 Mbit/s","4170.1075","3.06 MB","3212281.3287","","892.3747","0 %","0.0000","100 %","0000009999"
"3/19/2024 4:00:00 AM - 5:00:00 AM","45369.9166666667","16 MB","17004969.6262","0.04 Mbit/s","4723.9832","13 MB","14090656.6662","0.03 Mbit/s","3914.3866","2.78 MB","2914312.9600","","809.5966","0 %","0.0000","100 %","0000009999"
"3/19/2024 5:00:00 AM - 6:00:00 AM","45369.9583333333","9.79 MB","10260525.1459","0.02 Mbit/s","2850.3359","7.15 MB","7494198.4149","0.02 Mbit/s","2081.8606","2.64 MB","2766326.7309","","768.4753","0 %","0.0000","100 %","0000009999"
"3/19/2024 6:00:00 AM - 7:00:00 AM","45370.0000000000","13 MB","14028655.4106","0.03 Mbit/s","3897.1627","10 MB","10978766.3286","0.02 Mbit/s","3049.9030","2.91 MB","3049889.0820","","847.2597","0 %","0.0000","100 %","0000009999"
"3/19/2024 7:00:00 AM - 8:00:00 AM","45370.0416666667","23 MB","24352979.0037","0.05 Mbit/s","6765.2238","18 MB","19180362.3040","0.04 Mbit/s","5328.2780","4.93 MB","5172616.6997","0.01 Mbit/s","1436.9457","0 %","0.0000","100 %","0000009999"
"3/19/2024 8:00:00 AM - 9:00:00 AM","45370.0833333333","18 MB","18869448.2523","0.04 Mbit/s","5241.9648","15 MB","15848016.3983","0.04 Mbit/s","4402.6059","2.88 MB","3021431.8540","","839.3589","0 %","0.0000","100 %","0000009999"
"3/19/2024 9:00:00 AM - 10:00:00 AM","45370.1250000000","39 MB","40463897.8150","0.09 Mbit/s","11240.8459","36 MB","37624323.9470","0.08 Mbit/s","10452.0140","2.71 MB","2839573.8680","","788.8319","0 %","0.0000","100 %","0000009999"
"3/19/2024 10:00:00 AM - 11:00:00 AM","45370.1666666667","296 MB","309867889.1114","0.69 Mbit/s","86081.5871","289 MB","303236954.3740","0.67 Mbit/s","84239.5073","6.32 MB","6630934.7374","0.01 Mbit/s","1842.0798","0 %","0.0000","100 %","0000009999"
"3/19/2024 11:00:00 AM - 12:00:00 PM","45370.2083333333","170 MB","177860169.2596","0.40 Mbit/s","49409.3083","165 MB","173261900.5130","0.39 Mbit/s","48131.9156","4.39 MB","4598268.7466","0.01 Mbit/s","1277.3927","0 %","0.0000","100 %","0000009999"
"3/19/2024 12:00:00 PM - 1:00:00 PM","45370.2500000000","27 MB","28394748.1777","0.06 Mbit/s","7888.1312","26 MB","26872804.6037","0.06 Mbit/s","7465.3315","1.45 MB","1521943.5740","","422.7997","0 %","0.0000","100 %","0000009999"
"3/19/2024 1:00:00 PM - 2:00:00 PM","45370.2916666667","5.27 MB","5524044.7731","0.01 Mbit/s","1534.5848","4.37 MB","4577226.2708","0.01 Mbit/s","1271.5577","0.90 MB","946818.5023","","263.0271","0 %","0.0000","100 %","0000009999"
"3/19/2024 2:00:00 PM - 3:00:00 PM","45370.3333333333","6.99 MB","7332928.4962","0.02 Mbit/s","2037.0830","5.91 MB","6192167.8412","0.01 Mbit/s","1720.1804","1.09 MB","1140760.6550","","316.9026","0 %","0.0000","100 %","0000009999"
"3/19/2024 3:00:00 PM - 4:00:00 PM","45370.3750000000","20 MB","21294832.4587","0.05 Mbit/s","5915.7900","17 MB","17869665.0009","0.04 Mbit/s","4964.2647","3.27 MB","3425167.4578","","951.5253","0 %","0.0000","100 %","0000009999"
"3/19/2024 4:00:00 PM - 5:00:00 PM","45370.4166666667","15 MB","16218079.0773","0.04 Mbit/s","4505.4099","13 MB","13964517.4905","0.03 Mbit/s","3879.3667","2.15 MB","2253561.5869","","626.0432","0 %","0.0000","100 %","0000009999"
"3/19/2024 5:00:00 PM - 6:00:00 PM","45370.4583333333","12 MB","12696384.2952","0.03 Mbit/s","3527.0183","9.85 MB","10329613.1557","0.02 Mbit/s","2869.5363","2.26 MB","2366771.1396","","657.4821","0 %","0.0000","100 %","0000009999"
"3/19/2024 6:00:00 PM - 7:00:00 PM","45370.5000000000","39 MB","40699847.7725","0.09 Mbit/s","11306.3927","34 MB","35415205.4776","0.08 Mbit/s","9838.3223","5.04 MB","5284642.2949","0.01 Mbit/s","1468.0704","0 %","0.0000","100 %","0000009999"
"3/19/2024 7:00:00 PM - 8:00:00 PM","45370.5416666667","808 MB","847135890.3513","1.88 Mbit/s","235335.1364","765 MB","801978583.2648","1.78 Mbit/s","222790.3946","43 MB","45157307.0865","0.10 Mbit/s","12544.7418","0 %","0.0000","100 %","0000009999"
"3/19/2024 8:00:00 PM - 9:00:00 PM","45370.5833333333","770 MB","807071366.1210","1.79 Mbit/s","224204.5515","734 MB","769834631.0850","1.71 Mbit/s","213860.1807","36 MB","37236735.0360","0.08 Mbit/s","10344.3708","0 %","0.0000","100 %","0000009999"
"3/19/2024 9:00:00 PM - 10:00:00 PM","45370.6250000000","624 MB","654374226.0416","1.45 Mbit/s","181784.2522","595 MB","623564108.2287","1.39 Mbit/s","173225.2442","29 MB","30810117.8130","0.07 Mbit/s","8559.0080","0 %","0.0000","100 %","0000009999"
"3/19/2024 10:00:00 PM - 11:00:00 PM","45370.6666666667","307 MB","322359433.9238","0.72 Mbit/s","89550.7548","296 MB","309862521.0953","0.69 Mbit/s","86079.1394","12 MB","12496912.8285","0.03 Mbit/s","3471.6154","0 %","0.0000","100 %","0000009999"
"3/19/2024 11:00:00 PM - 12:00:00 AM","45370.7083333333","4,502 MB","4720585156.4706","10 Mbit/s","1311375.6505","4,488 MB","4705654134.1190","10 Mbit/s","1307227.8216","14 MB","14931022.3516","0.03 Mbit/s","4147.8288","0 %","0.0000","100 %","0000009999"
"3/20/2024 12:00:00 AM - 1:00:00 AM","45370.7500000000","800 MB","838542708.8077","1.86 Mbit/s","232947.9426","776 MB","813333653.0397","1.81 Mbit/s","225944.8435","24 MB","25209055.7680","0.06 Mbit/s","7003.0991","0 %","0.0000","100 %","0000009999"
