"Date Time","Date Time(RAW)","Traffic Total (Volume)","Traffic Total (Volume)(RAW)","Traffic Total (Speed)","Traffic Total (Speed)(RAW)","Traffic In (Volume)","Traffic In (Volume)(RAW)","Traffic In (Speed)","Traffic In (Speed)(RAW)","Traffic Out (Volume)","Traffic Out (Volume)(RAW)","Traffic Out (Speed)","Traffic Out (Speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"3/7/2024 11:50:00 PM - 11:51:00 PM","45358.7020833333","0.15 MB","152134.2389","0.02 Mbit/s","2535.9933","0.04 MB","42182.8212","","703.1642","0.10 MB","109951.4177","0.01 Mbit/s","1832.8291","0 %","0.0000","100 %","0000009998"
"3/7/2024 11:51:00 PM - 11:52:00 PM","45358.7027777778","0.13 MB","140337.2316","0.02 Mbit/s","2339.3438","0.05 MB","47520.1220","","792.1341","0.09 MB","92817.1096","0.01 Mbit/s","1547.2097","0 %","0.0000","100 %","0000009998"
"3/7/2024 11:52:00 PM - 11:53:00 PM","45358.7034722222","0.13 MB","139873.6195","0.02 Mbit/s","2331.2270","0.05 MB","53387.3581","","889.7893","0.08 MB","86486.2614","0.01 Mbit/s","1441.4377","0 %","0.0000","100 %","0000010000"
"3/7/2024 11:53:00 PM - 11:54:00 PM","45358.7041666667","0.13 MB","140231.0865","0.02 Mbit/s","2337.5744","0.05 MB","49611.4229","","826.9949","0.09 MB","90619.6636","0.01 Mbit/s","1510.5795","0 %","0.0000","100 %","0000009998"
"3/7/2024 11:54:00 PM - 11:55:00 PM","45358.7048611111","0.10 MB","105675.7773","0.01 Mbit/s","1761.2630","0.03 MB","27756.7334","","462.6122","0.07 MB","77919.0439","0.01 Mbit/s","1298.6507","0 %","0.0000","100 %","0000010000"
"3/7/2024 11:55:00 PM - 11:56:00 PM","45358.7055555556","0.12 MB","126461.3976","0.02 Mbit/s","2107.6900","0.04 MB","39926.3675","","665.4395","0.08 MB","86535.0301","0.01 Mbit/s","1442.2505","0 %","0.0000","100 %","0000010000"
"3/7/2024 11:56:00 PM - 11:57:00 PM","45358.7062500000","0.12 MB","127299.1217","0.02 Mbit/s","2122.0057","0.04 MB","45564.8027","","759.5400","0.08 MB","81734.3190","0.01 Mbit/s","1362.4657","0 %","0.0000","100 %","0000009998"
"3/7/2024 11:57:00 PM - 11:58:00 PM","45358.7069444444","0.14 MB","145578.3659","0.02 Mbit/s","2426.3061","0.05 MB","52617.8106","","876.9635","0.09 MB","92960.5553","0.01 Mbit/s","1549.3426","0 %","0.0000","100 %","0000010000"
"3/7/2024 11:58:00 PM - 11:59:00 PM","45358.7076388889","0.27 MB","280653.4981","0.04 Mbit/s","4677.5583","0.10 MB","108277.3277","0.01 Mbit/s","1804.6221","0.16 MB","172376.1704","0.02 Mbit/s","2872.9362","0 %","0.0000","100 %","0000010000"
"3/7/2024 11:59:00 PM - 12:00:00 AM","45358.7083333333","0.20 MB","212872.8849","0.03 Mbit/s","3548.4728","0.07 MB","75990.8980","0.01 Mbit/s","1266.7261","0.13 MB","136881.9869","0.02 Mbit/s","2281.7467","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:00:00 AM - 12:01:00 AM","45358.7090277778","0.13 MB","138529.3668","0.02 Mbit/s","2308.8228","0.04 MB","37304.6689","","621.7445","0.10 MB","101224.6979","0.01 Mbit/s","1687.0783","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:01:00 AM - 12:02:00 AM","45358.7097222222","0.12 MB","129100.2219","0.02 Mbit/s","2152.0290","0.04 MB","39466.3423","","657.8820","0.09 MB","89633.8796","0.01 Mbit/s","1494.1470","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:02:00 AM - 12:03:00 AM","45358.7104166667","0.13 MB","133026.8995","0.02 Mbit/s","2217.1150","0.05 MB","48180.2850","","803.0048","0.08 MB","84846.6145","0.01 Mbit/s","1414.1102","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:03:00 AM - 12:04:00 AM","45358.7111111111","0.21 MB","219669.7879","0.03 Mbit/s","3661.7734","0.05 MB","50143.0440","","835.8567","0.16 MB","169526.7439","0.02 Mbit/s","2825.9167","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:04:00 AM - 12:05:00 AM","45358.7118055556","0.15 MB","160687.5116","0.02 Mbit/s","2678.1252","0.04 MB","45182.4542","","753.0409","0.11 MB","115505.0574","0.02 Mbit/s","1925.0843","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:05:00 AM - 12:06:00 AM","45358.7125000000","0.11 MB","112802.8201","0.02 Mbit/s","1880.0470","0.03 MB","28097.4304","","468.2905","0.08 MB","84705.3897","0.01 Mbit/s","1411.7565","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:06:00 AM - 12:07:00 AM","45358.7131944444","0.11 MB","115964.2287","0.02 Mbit/s","1933.0593","0.03 MB","36056.2513","","601.0377","0.08 MB","79907.9774","0.01 Mbit/s","1332.0216","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:07:00 AM - 12:08:00 AM","45358.7138888889","0.15 MB","155042.7530","0.02 Mbit/s","2584.0459","0.06 MB","60812.0350","","1013.5339","0.09 MB","94230.7180","0.01 Mbit/s","1570.5120","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:08:00 AM - 12:09:00 AM","45358.7145833333","0.21 MB","223159.8116","0.03 Mbit/s","3719.3302","0.11 MB","113560.8180","0.02 Mbit/s","1892.6803","0.10 MB","109598.9936","0.01 Mbit/s","1826.6499","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:09:00 AM - 12:10:00 AM","45358.7152777778","0.16 MB","168680.5966","0.02 Mbit/s","2811.3433","0.07 MB","72929.0461","","1215.4841","0.09 MB","95751.5504","0.01 Mbit/s","1595.8592","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:10:00 AM - 12:11:00 AM","45358.7159722222","0.12 MB","127348.5101","0.02 Mbit/s","2122.8290","0.03 MB","33608.1025","","560.2284","0.09 MB","93740.4076","0.01 Mbit/s","1562.6006","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:11:00 AM - 12:12:00 AM","45358.7166666667","0.16 MB","171988.7890","0.02 Mbit/s","2866.4798","0.04 MB","40893.3897","","681.5565","0.13 MB","131095.3992","0.02 Mbit/s","2184.9233","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:12:00 AM - 12:13:00 AM","45358.7173611111","0.16 MB","170224.7207","0.02 Mbit/s","2837.5516","0.05 MB","53444.6742","","890.8931","0.11 MB","116780.0465","0.02 Mbit/s","1946.6586","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:13:00 AM - 12:14:00 AM","45358.7180555556","0.16 MB","163588.9259","0.02 Mbit/s","2726.4821","0.05 MB","54732.6179","","912.2103","0.10 MB","108856.3080","0.01 Mbit/s","1814.2718","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:14:00 AM - 12:15:00 AM","45358.7187500000","0.13 MB","136594.3466","0.02 Mbit/s","2276.9519","0.05 MB","48034.0673","","800.7012","0.08 MB","88560.2792","0.01 Mbit/s","1476.2507","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:15:00 AM - 12:16:00 AM","45358.7194444444","0.13 MB","134970.2389","0.02 Mbit/s","2249.5040","0.03 MB","31936.8601","","532.2810","0.10 MB","103033.3787","0.01 Mbit/s","1717.2230","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:16:00 AM - 12:17:00 AM","45358.7201388889","0.30 MB","315600.6662","0.04 Mbit/s","5260.8879","0.16 MB","170976.2159","0.02 Mbit/s","2850.0786","0.14 MB","144624.4504","0.02 Mbit/s","2410.8093","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:17:00 AM - 12:18:00 AM","45358.7208333333","0.23 MB","241696.1885","0.03 Mbit/s","4028.9413","0.11 MB","116087.1082","0.02 Mbit/s","1935.1077","0.12 MB","125609.0803","0.02 Mbit/s","2093.8336","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:18:00 AM - 12:19:00 AM","45358.7215277778","0.15 MB","159993.7931","0.02 Mbit/s","2666.5632","0.05 MB","53668.6065","","894.4768","0.10 MB","106325.1866","0.01 Mbit/s","1772.0864","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:19:00 AM - 12:20:00 AM","45358.7222222222","0.13 MB","136147.0622","0.02 Mbit/s","2269.4960","0.04 MB","45988.6768","","766.6057","0.09 MB","90158.3854","0.01 Mbit/s","1502.8902","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:20:00 AM - 12:21:00 AM","45358.7229166667","0.11 MB","110266.1848","0.01 Mbit/s","1837.7697","0.03 MB","28454.2339","","474.2372","0.08 MB","81811.9508","0.01 Mbit/s","1363.5325","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:21:00 AM - 12:22:00 AM","45358.7236111111","0.12 MB","123244.0487","0.02 Mbit/s","2054.0675","0.04 MB","37583.9510","","626.3992","0.08 MB","85660.0977","0.01 Mbit/s","1427.6683","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:22:00 AM - 12:23:00 AM","45358.7243055556","0.13 MB","139898.0138","0.02 Mbit/s","2331.6336","0.05 MB","52639.5522","","877.3259","0.08 MB","87258.4616","0.01 Mbit/s","1454.3077","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:23:00 AM - 12:24:00 AM","45358.7250000000","0.13 MB","138188.4444","0.02 Mbit/s","2303.1407","0.05 MB","49842.6355","","830.7106","0.08 MB","88345.8089","0.01 Mbit/s","1472.4301","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:24:00 AM - 12:25:00 AM","45358.7256944444","0.12 MB","122873.6377","0.02 Mbit/s","2047.8940","0.04 MB","43713.8566","","728.5643","0.08 MB","79159.7810","0.01 Mbit/s","1319.3297","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:25:00 AM - 12:26:00 AM","45358.7263888889","0.11 MB","119312.6873","0.02 Mbit/s","1988.8763","0.03 MB","32848.2285","","547.5617","0.08 MB","86464.4588","0.01 Mbit/s","1441.3145","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:26:00 AM - 12:27:00 AM","45358.7270833333","0.12 MB","122187.0847","0.02 Mbit/s","2036.7909","0.03 MB","35600.8760","","593.4468","0.08 MB","86586.2087","0.01 Mbit/s","1443.3440","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:27:00 AM - 12:28:00 AM","45358.7277777778","0.24 MB","250181.9898","0.03 Mbit/s","4169.6998","0.06 MB","59441.5048","","990.6917","0.18 MB","190740.4850","0.03 Mbit/s","3179.0081","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:28:00 AM - 12:29:00 AM","45358.7284722222","0.25 MB","261551.0309","0.03 Mbit/s","4359.9105","0.06 MB","60156.6043","","1002.7772","0.19 MB","201394.4266","0.03 Mbit/s","3357.1333","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:29:00 AM - 12:30:00 AM","45358.7291666667","0.15 MB","160588.7499","0.02 Mbit/s","2676.4792","0.04 MB","46069.9362","","767.8323","0.11 MB","114518.8137","0.02 Mbit/s","1908.6469","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:30:00 AM - 12:31:00 AM","45358.7298611111","0.12 MB","130723.4518","0.02 Mbit/s","2179.0874","0.05 MB","47299.0427","","788.4488","0.08 MB","83424.4092","0.01 Mbit/s","1390.6386","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:31:00 AM - 12:32:00 AM","45358.7305555556","0.11 MB","116298.1315","0.02 Mbit/s","1938.3022","0.03 MB","29563.6758","","492.7279","0.08 MB","86734.4557","0.01 Mbit/s","1445.5743","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:32:00 AM - 12:33:00 AM","45358.7312500000","0.13 MB","135405.8835","0.02 Mbit/s","2257.1409","0.04 MB","44626.9582","","743.9066","0.09 MB","90778.9253","0.01 Mbit/s","1513.2343","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:33:00 AM - 12:34:00 AM","45358.7319444444","0.13 MB","140078.5894","0.02 Mbit/s","2334.6432","0.05 MB","49631.0884","","827.1848","0.09 MB","90447.5010","0.01 Mbit/s","1507.4583","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:34:00 AM - 12:35:00 AM","45358.7326388889","0.12 MB","120712.2978","0.02 Mbit/s","2011.8716","0.04 MB","43428.5509","","723.8092","0.07 MB","77283.7469","0.01 Mbit/s","1288.0624","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:35:00 AM - 12:36:00 AM","45358.7333333333","0.15 MB","157899.2263","0.02 Mbit/s","2632.0925","0.05 MB","53367.8932","","889.6132","0.10 MB","104531.3331","0.01 Mbit/s","1742.4793","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:36:00 AM - 12:37:00 AM","45358.7340277778","0.13 MB","136492.6919","0.02 Mbit/s","2274.8782","0.04 MB","40358.4637","","672.6411","0.09 MB","96134.2282","0.01 Mbit/s","1602.2371","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:37:00 AM - 12:38:00 AM","45358.7347222222","0.17 MB","173390.4446","0.02 Mbit/s","2890.3225","0.06 MB","65421.5489","","1090.5409","0.10 MB","107968.8957","0.01 Mbit/s","1799.7816","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:38:00 AM - 12:39:00 AM","45358.7354166667","0.18 MB","193678.1727","0.03 Mbit/s","3227.9695","0.09 MB","94004.5428","0.01 Mbit/s","1566.7424","0.10 MB","99673.6298","0.01 Mbit/s","1661.2272","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:39:00 AM - 12:40:00 AM","45358.7361111111","0.16 MB","162953.6215","0.02 Mbit/s","2716.3464","0.07 MB","69686.0668","","1161.6281","0.09 MB","93267.5547","0.01 Mbit/s","1554.7184","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:40:00 AM - 12:41:00 AM","45358.7368055556","0.14 MB","144546.7167","0.02 Mbit/s","2409.1119","0.05 MB","55707.7984","","928.4633","0.08 MB","88838.9183","0.01 Mbit/s","1480.6486","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:41:00 AM - 12:42:00 AM","45358.7375000000","0.14 MB","145429.1734","0.02 Mbit/s","2423.8196","0.05 MB","54122.5015","","902.0417","0.09 MB","91306.6719","0.01 Mbit/s","1521.7779","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:42:00 AM - 12:43:00 AM","45358.7381944444","0.15 MB","153724.4113","0.02 Mbit/s","2562.0735","0.04 MB","46179.1882","","769.6531","0.10 MB","107545.2231","0.01 Mbit/s","1792.4204","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:43:00 AM - 12:44:00 AM","45358.7388888889","0.15 MB","157362.0365","0.02 Mbit/s","2623.1378","0.05 MB","52475.4491","","874.7366","0.10 MB","104886.5873","0.01 Mbit/s","1748.4012","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:44:00 AM - 12:45:00 AM","45358.7395833333","0.14 MB","148512.6873","0.02 Mbit/s","2475.2115","0.05 MB","57050.2401","","950.8373","0.09 MB","91462.4472","0.01 Mbit/s","1524.3741","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:45:00 AM - 12:46:00 AM","45358.7402777778","0.15 MB","157327.8485","0.02 Mbit/s","2622.5679","0.06 MB","58421.5369","","973.8546","0.09 MB","98906.3116","0.01 Mbit/s","1648.7133","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:46:00 AM - 12:47:00 AM","45358.7409722222","0.29 MB","308822.6539","0.04 Mbit/s","5147.0442","0.18 MB","189563.2094","0.03 Mbit/s","3159.3868","0.11 MB","119259.4446","0.02 Mbit/s","1987.6574","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:47:00 AM - 12:48:00 AM","45358.7416666667","0.20 MB","208014.6444","0.03 Mbit/s","3467.4887","0.10 MB","104648.1231","0.01 Mbit/s","1744.4261","0.10 MB","103366.5214","0.01 Mbit/s","1723.0625","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:48:00 AM - 12:49:00 AM","45358.7423611111","0.16 MB","165433.4691","0.02 Mbit/s","2757.6841","0.05 MB","56092.5799","","935.0322","0.10 MB","109340.8892","0.01 Mbit/s","1822.6519","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:49:00 AM - 12:50:00 AM","45358.7430555556","0.15 MB","153033.9013","0.02 Mbit/s","2550.5650","0.05 MB","56008.5444","","933.4757","0.09 MB","97025.3568","0.01 Mbit/s","1617.0893","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:50:00 AM - 12:51:00 AM","45358.7437500000","0.14 MB","145811.5990","0.02 Mbit/s","2430.1933","0.05 MB","57104.4330","","951.7406","0.08 MB","88707.1660","0.01 Mbit/s","1478.4528","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:51:00 AM - 12:52:00 AM","45358.7444444444","0.16 MB","163619.0955","0.02 Mbit/s","2727.4395","0.05 MB","56556.6192","","942.7674","0.10 MB","107062.4763","0.01 Mbit/s","1784.6721","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:52:00 AM - 12:53:00 AM","45358.7451388889","0.15 MB","157656.0699","0.02 Mbit/s","2627.6012","0.06 MB","61261.7719","","1021.0295","0.09 MB","96394.2979","0.01 Mbit/s","1606.5716","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:53:00 AM - 12:54:00 AM","45358.7458333333","0.15 MB","155585.6941","0.02 Mbit/s","2593.5272","0.05 MB","49832.3229","","830.6772","0.10 MB","105753.3712","0.01 Mbit/s","1762.8500","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:54:00 AM - 12:55:00 AM","45358.7465277778","0.13 MB","139145.6058","0.02 Mbit/s","2319.4800","0.05 MB","49214.7605","","820.3827","0.09 MB","89930.8453","0.01 Mbit/s","1499.0973","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:55:00 AM - 12:56:00 AM","45358.7472222222","0.14 MB","144340.0435","0.02 Mbit/s","2405.6674","0.05 MB","54885.1604","","914.7527","0.09 MB","89454.8831","0.01 Mbit/s","1490.9147","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:56:00 AM - 12:57:00 AM","45358.7479166667","0.13 MB","141385.2188","0.02 Mbit/s","2356.4203","0.05 MB","55010.2007","","916.8367","0.08 MB","86375.0181","0.01 Mbit/s","1439.5836","0 %","0.0000","100 %","0000010000"
"3/8/2024 12:57:00 AM - 12:58:00 AM","45358.7486111111","0.14 MB","147078.4753","0.02 Mbit/s","2451.7165","0.06 MB","58098.6492","","968.4722","0.08 MB","88979.8262","0.01 Mbit/s","1483.2443","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:58:00 AM - 12:59:00 AM","45358.7493055556","0.13 MB","134776.7957","0.02 Mbit/s","2246.6544","0.04 MB","43543.7305","","725.8498","0.09 MB","91233.0652","0.01 Mbit/s","1520.8046","0 %","0.0000","100 %","0000009998"
"3/8/2024 12:59:00 AM - 1:00:00 AM","45358.7500000000","0.13 MB","132896.8580","0.02 Mbit/s","2214.9476","0.04 MB","44750.6680","","745.8445","0.08 MB","88146.1900","0.01 Mbit/s","1469.1032","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:00:00 AM - 1:01:00 AM","45358.7506944444","0.14 MB","144237.1790","0.02 Mbit/s","2403.9530","0.05 MB","55590.4124","","926.5069","0.08 MB","88646.7666","0.01 Mbit/s","1477.4461","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:01:00 AM - 1:02:00 AM","45358.7513888889","0.14 MB","151296.6212","0.02 Mbit/s","2521.6104","0.05 MB","55975.5242","","932.9254","0.09 MB","95321.0969","0.01 Mbit/s","1588.6849","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:02:00 AM - 1:03:00 AM","45358.7520833333","0.13 MB","137385.8588","0.02 Mbit/s","2289.7643","0.05 MB","54438.4957","","907.3083","0.08 MB","82947.3632","0.01 Mbit/s","1382.4561","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:03:00 AM - 1:04:00 AM","45358.7527777778","0.15 MB","157966.5303","0.02 Mbit/s","2632.7755","0.06 MB","61350.9933","","1022.5166","0.09 MB","96615.5371","0.01 Mbit/s","1610.2590","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:04:00 AM - 1:05:00 AM","45358.7534722222","0.12 MB","125027.2757","0.02 Mbit/s","2084.1353","0.04 MB","38435.8747","","640.7047","0.08 MB","86591.4009","0.01 Mbit/s","1443.4306","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:05:00 AM - 1:06:00 AM","45358.7541666667","0.13 MB","138708.3830","0.02 Mbit/s","2312.1917","0.05 MB","48460.0367","","807.8019","0.09 MB","90248.3463","0.01 Mbit/s","1504.3898","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:06:00 AM - 1:07:00 AM","45358.7548611111","0.14 MB","150538.7509","0.02 Mbit/s","2508.9792","0.05 MB","54843.2278","","914.0538","0.09 MB","95695.5231","0.01 Mbit/s","1594.9254","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:07:00 AM - 1:08:00 AM","45358.7555555556","0.18 MB","190916.0325","0.03 Mbit/s","3182.4643","0.07 MB","77297.4507","0.01 Mbit/s","1288.5056","0.11 MB","113618.5818","0.02 Mbit/s","1893.9587","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:08:00 AM - 1:09:00 AM","45358.7562500000","0.27 MB","286422.1679","0.04 Mbit/s","4773.7028","0.16 MB","164789.9740","0.02 Mbit/s","2746.4996","0.12 MB","121632.1939","0.02 Mbit/s","2027.2032","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:09:00 AM - 1:10:00 AM","45358.7569444444","0.19 MB","196793.2051","0.03 Mbit/s","3279.8868","0.08 MB","88055.4128","0.01 Mbit/s","1467.5902","0.10 MB","108737.7923","0.01 Mbit/s","1812.2965","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:10:00 AM - 1:11:00 AM","45358.7576388889","0.14 MB","147175.4667","0.02 Mbit/s","2452.9244","0.05 MB","52109.7833","","868.4964","0.09 MB","95065.6833","0.01 Mbit/s","1584.4281","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:11:00 AM - 1:12:00 AM","45358.7583333333","0.17 MB","183156.6305","0.02 Mbit/s","3053.1194","0.05 MB","55995.8208","","933.4193","0.12 MB","127160.8097","0.02 Mbit/s","2119.7001","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:12:00 AM - 1:13:00 AM","45358.7590277778","0.16 MB","163392.7399","0.02 Mbit/s","2723.6663","0.05 MB","55507.4634","","925.2786","0.10 MB","107885.2765","0.01 Mbit/s","1798.3877","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:13:00 AM - 1:14:00 AM","45358.7597222222","0.18 MB","185698.3304","0.02 Mbit/s","3094.9722","0.07 MB","75040.8741","0.01 Mbit/s","1250.6812","0.11 MB","110657.4563","0.01 Mbit/s","1844.2909","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:14:00 AM - 1:15:00 AM","45358.7604166667","0.17 MB","178600.5672","0.02 Mbit/s","2977.1723","0.06 MB","67939.8830","","1132.5201","0.11 MB","110660.6842","0.01 Mbit/s","1844.6522","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:15:00 AM - 1:16:00 AM","45358.7611111111","0.16 MB","165834.1858","0.02 Mbit/s","2763.9031","0.05 MB","49018.4623","","816.9744","0.11 MB","116815.7235","0.02 Mbit/s","1946.9287","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:16:00 AM - 1:17:00 AM","45358.7618055556","0.30 MB","314309.6091","0.04 Mbit/s","5238.4935","0.18 MB","184434.6664","0.02 Mbit/s","3073.9111","0.12 MB","129874.9427","0.02 Mbit/s","2164.5824","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:17:00 AM - 1:18:00 AM","45358.7625000000","0.22 MB","234395.1761","0.03 Mbit/s","3907.2375","0.12 MB","125721.9842","0.02 Mbit/s","2095.7157","0.10 MB","108673.1919","0.01 Mbit/s","1811.5218","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:18:00 AM - 1:19:00 AM","45358.7631944444","0.15 MB","155755.8945","0.02 Mbit/s","2595.9316","0.06 MB","62290.1432","","1038.1691","0.09 MB","93465.7513","0.01 Mbit/s","1557.7625","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:19:00 AM - 1:20:00 AM","45358.7638888889","0.14 MB","144297.2248","0.02 Mbit/s","2404.9537","0.05 MB","54938.4665","","915.6411","0.09 MB","89358.7583","0.01 Mbit/s","1489.3126","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:20:00 AM - 1:21:00 AM","45358.7645833333","0.12 MB","124089.4577","0.02 Mbit/s","2068.5024","0.04 MB","37923.2613","","632.1597","0.08 MB","86166.1963","0.01 Mbit/s","1436.3427","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:21:00 AM - 1:22:00 AM","45358.7652777778","0.13 MB","137590.6838","0.02 Mbit/s","2293.1781","0.04 MB","46382.5653","","773.0428","0.09 MB","91208.1185","0.01 Mbit/s","1520.1353","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:22:00 AM - 1:23:00 AM","45358.7659722222","0.14 MB","148278.3052","0.02 Mbit/s","2471.3051","0.06 MB","59863.3777","","997.7230","0.08 MB","88414.9275","0.01 Mbit/s","1473.5821","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:23:00 AM - 1:24:00 AM","45358.7666666667","0.15 MB","154824.4070","0.02 Mbit/s","2580.8369","0.06 MB","60275.0624","","1004.7518","0.09 MB","94549.3445","0.01 Mbit/s","1576.0851","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:24:00 AM - 1:25:00 AM","45358.7673611111","0.14 MB","149343.4955","0.02 Mbit/s","2489.0583","0.05 MB","54170.2397","","902.8373","0.09 MB","95173.2558","0.01 Mbit/s","1586.2209","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:25:00 AM - 1:26:00 AM","45358.7680555556","0.14 MB","150656.3905","0.02 Mbit/s","2511.3584","0.05 MB","53362.0748","","889.5162","0.09 MB","97294.3157","0.01 Mbit/s","1621.8422","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:26:00 AM - 1:27:00 AM","45358.7687500000","0.12 MB","123248.1303","0.02 Mbit/s","2054.1355","0.03 MB","35578.2633","","592.9711","0.08 MB","87669.8669","0.01 Mbit/s","1461.1644","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:27:00 AM - 1:28:00 AM","45358.7694444444","0.13 MB","141126.5607","0.02 Mbit/s","2352.5014","0.05 MB","51412.9577","","857.0255","0.09 MB","89713.6031","0.01 Mbit/s","1495.4760","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:28:00 AM - 1:29:00 AM","45358.7701388889","0.15 MB","152397.9719","0.02 Mbit/s","2540.3896","0.06 MB","61850.4563","","1031.0128","0.09 MB","90547.5156","0.01 Mbit/s","1509.3768","0 %","0.0000","100 %","0000009998"
"3/8/2024 1:29:00 AM - 1:30:00 AM","45358.7708333333","0.14 MB","142889.7584","0.02 Mbit/s","2381.4960","0.05 MB","55561.5390","","926.0257","0.08 MB","87328.2194","0.01 Mbit/s","1455.4703","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:30:00 AM - 1:31:00 AM","45358.7715277778","0.13 MB","140760.4180","0.02 Mbit/s","2346.0070","0.05 MB","56321.9564","","938.6993","0.08 MB","84438.4616","0.01 Mbit/s","1407.3077","0 %","0.0000","100 %","0000010000"
"3/8/2024 1:31:00 AM - 1:32:00 AM","45358.7722222222","0.12 MB","125525.9937","0.02 Mbit/s","2092.4486","0.04 MB","36940.8623","","615.7837","0.08 MB","88585.1314","0.01 Mbit/s","1476.6650","0 %","0.0000","100 %","0000009998"
