"Date Time","Date Time(RAW)","Traffic Total (Volume)","Traffic Total (Volume)(RAW)","Traffic Total (Speed)","Traffic Total (Speed)(RAW)","Traffic In (Volume)","Traffic In (Volume)(RAW)","Traffic In (Speed)","Traffic In (Speed)(RAW)","Traffic Out (Volume)","Traffic Out (Volume)(RAW)","Traffic Out (Speed)","Traffic Out (Speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"3/7/2024 6:46:00 PM - 6:47:00 PM","45358.4909722222","0.39 MB","408368.1354","0.05 Mbit/s","6806.1356","0.19 MB","198280.1289","0.03 Mbit/s","3304.6688","0.20 MB","210088.0065","0.03 Mbit/s","3501.4668","0 %","0.0000","100 %","0000010000"
"3/7/2024 6:47:00 PM - 6:48:00 PM","45358.4916666667","0.39 MB","410401.2104","0.05 Mbit/s","6841.1604","0.12 MB","128211.7495","0.02 Mbit/s","2137.2187","0.27 MB","282189.4609","0.04 Mbit/s","4703.9417","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:48:00 PM - 6:49:00 PM","45358.4923611111","0.17 MB","176364.8617","0.02 Mbit/s","2939.9043","0.03 MB","28174.8644","","469.6594","0.14 MB","148189.9973","0.02 Mbit/s","2470.2450","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:49:00 PM - 6:50:00 PM","45358.4930555556","0.10 MB","108614.8855","0.01 Mbit/s","1810.2481","0.03 MB","30366.0020","","506.1000","0.07 MB","78248.8835","0.01 Mbit/s","1304.1481","0 %","0.0000","100 %","0000010000"
"3/7/2024 6:50:00 PM - 6:51:00 PM","45358.4937500000","0.12 MB","121409.1157","0.02 Mbit/s","2023.4853","0.04 MB","38489.8724","","641.4979","0.08 MB","82919.2434","0.01 Mbit/s","1381.9874","0 %","0.0000","100 %","0000010000"
"3/7/2024 6:51:00 PM - 6:52:00 PM","45358.4944444444","0.11 MB","112398.3922","0.01 Mbit/s","1873.6188","0.03 MB","36408.1593","","606.9038","0.07 MB","75990.2329","0.01 Mbit/s","1266.7150","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:52:00 PM - 6:53:00 PM","45358.4951388889","0.11 MB","113330.8923","0.02 Mbit/s","1889.1631","0.03 MB","36236.3591","","604.0400","0.07 MB","77094.5332","0.01 Mbit/s","1285.1231","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:53:00 PM - 6:54:00 PM","45358.4958333333","0.10 MB","109692.6633","0.01 Mbit/s","1828.2111","0.03 MB","36240.2990","","604.0050","0.07 MB","73452.3644","","1224.2061","0 %","0.0000","100 %","0000010000"
"3/7/2024 6:54:00 PM - 6:55:00 PM","45358.4965277778","0.11 MB","117959.7875","0.02 Mbit/s","1966.3242","0.02 MB","22934.9412","","382.3127","0.09 MB","95024.8463","0.01 Mbit/s","1584.0114","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:55:00 PM - 6:56:00 PM","45358.4972222222","0.12 MB","121416.1035","0.02 Mbit/s","2023.6017","0.03 MB","31108.6388","","518.4773","0.09 MB","90307.4647","0.01 Mbit/s","1505.1244","0 %","0.0000","100 %","0000010000"
"3/7/2024 6:56:00 PM - 6:57:00 PM","45358.4979166667","0.11 MB","116976.9969","0.02 Mbit/s","1949.9416","0.04 MB","36963.8501","","616.1669","0.08 MB","80013.1468","0.01 Mbit/s","1333.7747","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:57:00 PM - 6:58:00 PM","45358.4986111111","0.10 MB","108890.0182","0.01 Mbit/s","1815.1362","0.04 MB","36814.1030","","613.6707","0.07 MB","72075.9152","","1201.4655","0 %","0.0000","100 %","0000009998"
"3/7/2024 6:58:00 PM - 6:59:00 PM","45358.4993055556","0.11 MB","118141.6924","0.02 Mbit/s","1969.0282","0.04 MB","39262.8247","","654.3804","0.08 MB","78878.8678","0.01 Mbit/s","1314.6478","0 %","0.0000","100 %","0000010000"
"3/7/2024 6:59:00 PM - 7:00:00 PM","45358.5000000000","0.09 MB","92460.5312","0.01 Mbit/s","1541.0089","0.02 MB","19245.8827","","320.7647","0.07 MB","73214.6485","","1220.2441","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:00:00 PM - 7:01:00 PM","45358.5006944444","0.10 MB","107036.9140","0.01 Mbit/s","1784.2459","0.03 MB","28996.0538","","483.3481","0.07 MB","78040.8602","0.01 Mbit/s","1300.8978","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:01:00 PM - 7:02:00 PM","45358.5013888889","0.10 MB","109342.5290","0.01 Mbit/s","1822.3755","0.03 MB","36595.8180","","609.9303","0.07 MB","72746.7110","","1212.4452","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:02:00 PM - 7:03:00 PM","45358.5020833333","0.11 MB","115022.9315","0.02 Mbit/s","1917.3684","0.04 MB","39782.6829","","663.1552","0.07 MB","75240.2486","0.01 Mbit/s","1254.2132","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:03:00 PM - 7:04:00 PM","45358.5027777778","0.11 MB","110816.4676","0.01 Mbit/s","1847.2490","0.04 MB","37357.6022","","622.7305","0.07 MB","73458.8653","","1224.5185","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:04:00 PM - 7:05:00 PM","45358.5034722222","0.12 MB","128779.8787","0.02 Mbit/s","2146.3313","0.04 MB","36798.3117","","613.3052","0.09 MB","91981.5671","0.01 Mbit/s","1533.0261","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:05:00 PM - 7:06:00 PM","45358.5041666667","0.10 MB","101091.4456","0.01 Mbit/s","1685.1383","0.02 MB","19820.7343","","330.4006","0.08 MB","81270.7113","0.01 Mbit/s","1354.7376","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:06:00 PM - 7:07:00 PM","45358.5048611111","0.11 MB","117919.8375","0.02 Mbit/s","1965.3306","0.03 MB","28258.4419","","470.9740","0.09 MB","89661.3956","0.01 Mbit/s","1494.3566","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:07:00 PM - 7:08:00 PM","45358.5055555556","0.11 MB","113314.6164","0.02 Mbit/s","1888.5769","0.03 MB","36247.9979","","604.1333","0.07 MB","77066.6184","0.01 Mbit/s","1284.4436","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:08:00 PM - 7:09:00 PM","45358.5062500000","0.11 MB","113461.6205","0.02 Mbit/s","1891.3422","0.04 MB","38252.2785","","637.6442","0.07 MB","75209.3420","0.01 Mbit/s","1253.6980","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:09:00 PM - 7:10:00 PM","45358.5069444444","0.13 MB","135353.3442","0.02 Mbit/s","2255.8891","0.04 MB","37994.2602","","633.2377","0.09 MB","97359.0840","0.01 Mbit/s","1622.6514","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:10:00 PM - 7:11:00 PM","45358.5076388889","0.13 MB","132434.1948","0.02 Mbit/s","2207.2366","0.02 MB","20999.5843","","349.9931","0.11 MB","111434.6105","0.01 Mbit/s","1857.2435","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:11:00 PM - 7:12:00 PM","45358.5083333333","0.11 MB","115090.4058","0.02 Mbit/s","1918.1734","0.03 MB","29040.6750","","484.0112","0.08 MB","86049.7308","0.01 Mbit/s","1434.1622","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:12:00 PM - 7:13:00 PM","45358.5090277778","0.12 MB","126430.8838","0.02 Mbit/s","2107.5327","0.04 MB","39180.5266","","653.1176","0.08 MB","87250.3572","0.01 Mbit/s","1454.4150","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:13:00 PM - 7:14:00 PM","45358.5097222222","0.11 MB","117425.1555","0.02 Mbit/s","1957.0859","0.04 MB","38428.3824","","640.4730","0.08 MB","78996.7731","0.01 Mbit/s","1316.6129","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:14:00 PM - 7:15:00 PM","45358.5104166667","0.11 MB","112899.1255","0.02 Mbit/s","1881.9658","0.04 MB","37041.3716","","617.4591","0.07 MB","75857.7539","0.01 Mbit/s","1264.5067","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:15:00 PM - 7:16:00 PM","45358.5111111111","0.09 MB","93027.8665","0.01 Mbit/s","1550.7229","0.02 MB","19587.3467","","326.5102","0.07 MB","73440.5198","","1224.2127","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:16:00 PM - 7:17:00 PM","45358.5118055556","0.25 MB","257240.1757","0.03 Mbit/s","4287.3363","0.15 MB","158376.5911","0.02 Mbit/s","2639.6099","0.09 MB","98863.5845","0.01 Mbit/s","1647.7264","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:17:00 PM - 7:18:00 PM","45358.5125000000","0.17 MB","182677.1099","0.02 Mbit/s","3044.6185","0.10 MB","100439.1610","0.01 Mbit/s","1673.9860","0.08 MB","82237.9489","0.01 Mbit/s","1370.6325","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:18:00 PM - 7:19:00 PM","45358.5131944444","0.11 MB","115802.4310","0.02 Mbit/s","1930.0405","0.04 MB","39478.6172","","657.9770","0.07 MB","76323.8137","0.01 Mbit/s","1272.0636","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:19:00 PM - 7:20:00 PM","45358.5138888889","0.10 MB","109216.7806","0.01 Mbit/s","1820.5831","0.04 MB","37730.2016","","628.9415","0.07 MB","71486.5790","","1191.6416","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:20:00 PM - 7:21:00 PM","45358.5145833333","0.10 MB","108503.9479","0.01 Mbit/s","1808.7006","0.03 MB","29722.2738","","495.4538","0.08 MB","78781.6742","0.01 Mbit/s","1313.2468","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:21:00 PM - 7:22:00 PM","45358.5152777778","0.10 MB","100634.0320","0.01 Mbit/s","1677.2339","0.02 MB","24074.6080","","401.2435","0.07 MB","76559.4240","0.01 Mbit/s","1275.9904","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:22:00 PM - 7:23:00 PM","45358.5159722222","0.11 MB","113567.3581","0.02 Mbit/s","1893.1048","0.03 MB","31812.1106","","530.2902","0.08 MB","81755.2476","0.01 Mbit/s","1362.8146","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:23:00 PM - 7:24:00 PM","45358.5166666667","0.11 MB","111949.4596","0.01 Mbit/s","1865.8243","0.03 MB","36659.7525","","610.9959","0.07 MB","75289.7071","0.01 Mbit/s","1254.8285","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:24:00 PM - 7:25:00 PM","45358.5173611111","0.11 MB","111882.8684","0.01 Mbit/s","1865.0253","0.03 MB","36603.6928","","610.1632","0.07 MB","75279.1756","0.01 Mbit/s","1254.8621","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:25:00 PM - 7:26:00 PM","45358.5180555556","0.10 MB","101296.6515","0.01 Mbit/s","1688.2775","0.03 MB","27761.7052","","462.6951","0.07 MB","73534.9463","","1225.5824","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:26:00 PM - 7:27:00 PM","45358.5187500000","0.10 MB","100837.8967","0.01 Mbit/s","1680.6316","0.02 MB","24351.2723","","405.8545","0.07 MB","76486.6245","0.01 Mbit/s","1274.7771","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:27:00 PM - 7:28:00 PM","45358.5194444444","0.11 MB","118123.0907","0.02 Mbit/s","1969.0464","0.03 MB","35346.2137","","589.2018","0.08 MB","82776.8770","0.01 Mbit/s","1379.8446","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:28:00 PM - 7:29:00 PM","45358.5201388889","0.12 MB","122506.6862","0.02 Mbit/s","2042.1185","0.04 MB","39798.3657","","663.4167","0.08 MB","82708.3205","0.01 Mbit/s","1378.7018","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:29:00 PM - 7:30:00 PM","45358.5208333333","0.18 MB","183511.2162","0.02 Mbit/s","3058.5203","0.04 MB","39953.6519","","665.8942","0.14 MB","143557.5643","0.02 Mbit/s","2392.6261","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:30:00 PM - 7:31:00 PM","45358.5215277778","0.14 MB","148171.6586","0.02 Mbit/s","2469.9393","0.04 MB","37596.3801","","626.7108","0.11 MB","110575.2785","0.01 Mbit/s","1843.2285","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:31:00 PM - 7:32:00 PM","45358.5222222222","0.09 MB","96694.1579","0.01 Mbit/s","1611.5693","0.02 MB","19592.0879","","326.5348","0.07 MB","77102.0700","0.01 Mbit/s","1285.0345","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:32:00 PM - 7:33:00 PM","45358.5229166667","0.10 MB","107578.9621","0.01 Mbit/s","1792.9827","0.03 MB","30852.0054","","514.2001","0.07 MB","76726.9567","0.01 Mbit/s","1278.7826","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:33:00 PM - 7:34:00 PM","45358.5236111111","0.11 MB","111759.0276","0.01 Mbit/s","1862.6505","0.04 MB","37726.8562","","628.7809","0.07 MB","74032.1714","","1233.8695","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:34:00 PM - 7:35:00 PM","45358.5243055556","0.11 MB","113315.1394","0.02 Mbit/s","1888.9005","0.03 MB","36644.0858","","610.8366","0.07 MB","76671.0536","0.01 Mbit/s","1278.0639","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:35:00 PM - 7:36:00 PM","45358.5250000000","0.16 MB","163578.8356","0.02 Mbit/s","2726.3139","0.05 MB","49826.4250","","830.4404","0.11 MB","113752.4106","0.02 Mbit/s","1895.8735","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:36:00 PM - 7:37:00 PM","45358.5256944444","0.11 MB","120571.9801","0.02 Mbit/s","2009.5330","0.02 MB","25800.6327","","430.0105","0.09 MB","94771.3474","0.01 Mbit/s","1579.5225","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:37:00 PM - 7:38:00 PM","45358.5263888889","0.10 MB","101194.2853","0.01 Mbit/s","1686.8526","0.03 MB","29016.3153","","483.6859","0.07 MB","72177.9700","","1203.1667","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:38:00 PM - 7:39:00 PM","45358.5270833333","0.11 MB","118568.7009","0.02 Mbit/s","1976.1450","0.04 MB","38701.9201","","645.0320","0.08 MB","79866.7808","0.01 Mbit/s","1331.1130","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:39:00 PM - 7:40:00 PM","45358.5277777778","0.10 MB","109702.9928","0.01 Mbit/s","1828.3832","0.04 MB","37110.0810","","618.5014","0.07 MB","72592.9117","","1209.8819","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:40:00 PM - 7:41:00 PM","45358.5284722222","0.11 MB","114851.1878","0.02 Mbit/s","1914.5055","0.04 MB","37481.3073","","624.7926","0.07 MB","77369.8804","0.01 Mbit/s","1289.7130","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:41:00 PM - 7:42:00 PM","45358.5291666667","0.10 MB","108270.0801","0.01 Mbit/s","1804.5013","0.03 MB","36635.6235","","610.5937","0.07 MB","71634.4566","","1193.9076","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:42:00 PM - 7:43:00 PM","45358.5298611111","0.10 MB","105633.8542","0.01 Mbit/s","1760.5642","0.02 MB","22070.1127","","367.8352","0.08 MB","83563.7415","0.01 Mbit/s","1392.7290","0 %","0.0000","100 %","0000010000"
"3/7/2024 7:43:00 PM - 7:44:00 PM","45358.5305555556","0.10 MB","108665.2683","0.01 Mbit/s","1811.3897","0.03 MB","29890.0893","","498.2512","0.08 MB","78775.1790","0.01 Mbit/s","1313.1385","0 %","0.0000","100 %","0000009998"
"3/7/2024 7:44:00 PM - 7:45:00 PM","45358.5312500000","0.12 MB","125789.7841","0.02 Mbit/s","2096.4964","0.04 MB","37492.8401","","624.8807","0.08 MB","88296.9440","0.01 Mbit/s","1471.6157","0 %","0.0000","100 %","0000010000"
